BillNum,ShortTitle,HouseSponsor,HouseAddSponsor,HouseCoSponsor,SenateSponsor,SenateAddSponsor,Textbox16
HB22-1285,Prohibit Collection Hospital Not Disclosing Prices,"Neville, Esgar",Daugherty,"Amabile, Bernett, Bird, Boesenecker, Carver, Duran, Herod, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCluskie, McCormick, Michaelson Jenet, Ortiz, Pico, Roberts, Sirota, Snyder, Titone, Valdez A., Van Winkle, Weissman, Garnett, Baisley, Exum, Geitner, Luck, Pelton, Sandridge, Valdez D.","Moreno, Cooke",,"Bridges, Buckner, Coram, Danielson, Donovan, Fields, Ginal, Gonzales, Hinrichsen, Holbert, Jaquez Lewis, Kolker, Lee, Pettersen, Priola, Rankin, Rodriguez, Scott, Sonnenberg, Story, Winter, Woodward, Zenzinger, Fenberg"
HB22-1286,FY 2022-23 Legislative Appropriation Bill,"Esgar, Garnett",,"Amabile, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Exum, Froelich, Gonzales-Gutierrez, Gray, Herod, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Michaelson Jenet, Mullica, Ricks, Sirota, Snyder, Sullivan, Tipper, Titone, Valdez A., Weissman","Moreno, Fenberg",,"Buckner, Coleman, Fields, Ginal, Gonzales, Hansen, Jaquez Lewis, Kolker, Rodriguez, Story, Winter"
HB22-1287,Protections For Mobile Home Park Residents,"Boesenecker, Hooton","Bacon, Benavidez, Bernett, Caraveo, Cutter, Duran, Gonzales-Gutierrez, Gray, Jodeh, Kennedy, Kipp, Lindsay, McCluskie, McLachlan, Mullica, Ortiz, Ricks, Sirota, Sullivan, Titone, Weissman, Woodrow","Amabile, Bird, Daugherty, Exum, Froelich, Herod, Lontine, McCormick, Michaelson Jenet, Valdez A., Young, Snyder",Winter,"Coleman, Lee, Story","Buckner, Danielson, Donovan, Fields, Ginal, Gonzales, Hinrichsen, Jaquez Lewis, Kolker, Moreno, Pettersen, Rodriguez, Zenzinger, Fenberg"
HB22-1288,Safe Reporting Assaults Suffered By Sex Workers,"Titone, Soper","Bacon, Benavidez, Boesenecker, Lynch, Van Beber, Woodrow","Bernett, Bird, Cutter, Duran, Esgar, Exum, Gonzales-Gutierrez, Gray, Herod, Hooton, Kipp, Lindsay, Lontine, McLachlan, Michaelson Jenet, Mullica, Ortiz, Ricks, Sirota, Tipper, Valdez A., Weissman, Garnett","Smallwood, Fields",,"Buckner, Donovan, Gonzales, Jaquez Lewis, Kolker, Lee, Moreno, Fenberg"
HB22-1289,Health Benefits For CO Children & Pregnant Persons,"Gonzales-Gutierrez, McCluskie",,"Amabile, Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Duran, Esgar, Exum, Froelich, Herod, Hooton, Jodeh, Kennedy, Kipp, Lontine, Michaelson Jenet, Mullica, Ortiz, Ricks, Roberts, Sirota, Snyder, Titone, Valdez A., Weissman, Woodrow, Young, Daugherty, Lindsay, McCormi","Moreno, Fields",,"Bridges, Buckner, Danielson, Donovan, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Lee, Pettersen, Priola, Rodriguez, Story, Winter, Zenzinger"
HB22-1290,Changes To Medicaid For Wheelchair Repairs,"Titone, Ortiz",,"Amabile, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Esgar, Exum, Froelich, Gonzales-Gutierrez, Herod, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCluskie, McLachlan, Michaelson Jenet, Ricks, Roberts, Snyder, Valdez A., Valdez D., Weissman, Woodrow, Young, Garnett","Zenzinger, Coram",,"Cooke, Ginal, Moreno, Rankin"
HB22-1291,Sunrise Review Professions Occupations,Weissman,,"Duran, Lontine",Ginal,,
HB22-1292,Flexibility In Oral Health Program Funding,Lindsay,,"Amabile, Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Duran, Esgar, Exum, Gonzales-Gutierrez, Gray, Hooton, Jodeh, Kennedy, Kipp, Lontine, McCluskie, McCormick, Michaelson Jenet, Mullica, Ortiz, Sirota, Snyder, Tipper, Titone, Valdez D., Weissman, Will, Woodrow, Garn",Jaquez Lewis,,"Buckner, Ginal, Hansen, Hinrichsen, Lee, Moreno, Pettersen, Story, Winter, Zenzinger"
HB22-1293,Medical Record Requests By Attorneys,"Daugherty, Van Winkle",,,"Zenzinger, Smallwood",,
HB22-1294,Special Education Services In Charter Schools,"Michaelson Jenet, Young",,"Amabile, Benavidez, Bernett, Bird, Carver, Cutter, Exum, Froelich, Gonzales-Gutierrez, Gray, Herod, Hooton, Jodeh, Kennedy, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Ortiz, Ricks, Snyder, Titone, Woodrow, Esgar, McKean, Valdez A.","Zenzinger, Gardner",,"Bridges, Buckner, Donovan, Fields, Ginal, Gonzales, Hisey, Holbert, Lee, Lundeen, Moreno, Pettersen, Priola, Rankin, Simpson, Smallwood, Woodward, Fenberg"
HB22-1295,Dept. Early Childhood & Universal Preschool Prog,"Sirota, Garnett",,"Amabile, Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Duran, Esgar, Exum, Froelich, Gonzales-Gutierrez, Gray, Hooton, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Michaelson Jenet, Mullica, Ortiz, Ricks, Sullivan, Tipper, Titone, Valdez A","Buckner, Fenberg",,"Bridges, Danielson, Donovan, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Lee, Moreno, Pettersen, Priola, Rodriguez, Story, Winter, Zenzinger"
HB22-1296,Residential Real Property Classification,"Mullica, Van Winkle",,"Bernett, Bockenfeld, Duran, Esgar, Gray, Kennedy, Kipp, McCluskie, McLachlan, Neville, Pelton, Ricks, Snyder, Soper, Titone",Priola,,"Lee, Zenzinger"
HB22-1297,Daylight Saving Time Year Round,"Kipp, Neville",,"Bernett, Bockenfeld, Hooton, Lindsay, Pelton, Ricks, Titone, Valdez A., Van Winkle","Bridges, Scott",,Holbert
HB22-1298,Fee Relief Nurses Nurse Aides &Technicians,Mullica,,"Bacon, Bernett, Bird, Boesenecker, Caraveo, Cutter, Esgar, Gonzales-Gutierrez, Gray, Jodeh, Kennedy, Lindsay, Lontine, McCluskie, Michaelson Jenet, Ortiz, Roberts, Valdez A., Valdez D., Weissman","Jaquez Lewis, Hinrichsen",,"Bridges, Buckner, Coleman, Fields, Ginal, Gonzales, Kolker, Lee, Moreno, Pettersen, Priola, Sonnenberg, Winter, Zenzinger, Fenberg"
HB22-1299,License Regis Fee Relief For Mental Health Profls,Young,,"Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Duran, Esgar, Gonzales-Gutierrez, Jodeh, Lindsay, Lontine, McCluskie, Michaelson Jenet, Mullica, Roberts, Snyder, Titone, Weissman","Kolker, Fields",,"Buckner, Coram, Gonzales, Hansen, Hinrichsen, Lee, Moreno, Pettersen, Rodriguez, Sonnenberg, Story, Fenberg"
HB22-1300,Local Enforcement To Prevent Human Trafficking,"Carver, Daugherty",Pico,"Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Duran, Esgar, Exum, Froelich, Geitner, Gonzales-Gutierrez, Gray, Herod, Hooton, Jodeh, Kipp, Lindsay, Lynch, McCormick, McKean, McLachlan, Michaelson Jenet, Ortiz, Ricks, Roberts, Sirota, Snyder, Titone, Valdez A., Valdez ","Fields, Gardner",,"Buckner, Danielson, Donovan, Ginal, Gonzales, Hansen, Hisey, Jaquez Lewis, Kirkmeyer, Kolker, Lee, Liston, Moreno, Pettersen, Priola, Rankin, Rodriguez, Smallwood, Sonnenberg, Story, Winter, Woodward, Fenberg"
HB22-1301,Controlled Envtl Ag Facility As Ag Prop,"Soper, Roberts","Holtorf, McLachlan, Pelton, Rich, Titone, Will","Bernett, Bockenfeld, Exum, Herod, Hooton, Jodeh, Lindsay, Lontine, McCluskie, Young, Geitner, McCormick, Mullica, Neville, Valdez D.","Donovan, Simpson",,"Buckner, Ginal, Gonzales, Jaquez Lewis, Kolker, Moreno, Pettersen, Scott, Sonnenberg, Fenberg"
HB22-1302,Health-care Practice Transformation,"Kennedy, Will","Amabile, Gonzales-Gutierrez, Michaelson Jenet","Bernett, Bird, Boesenecker, Cutter, Duran, Esgar, Exum, Gray, Herod, Hooton, Lindsay, Lontine, McCluskie, McCormick, Sirota, Titone, Weissman, Caraveo, Valdez A., Woodrow","Jaquez Lewis, Priola",,"Buckner, Hinrichsen, Kolker, Lee, Moreno, Pettersen, Winter"
HB22-1303,Increase Residential Behavioral Health Beds,"Amabile, Sandridge","Gonzales-Gutierrez, Michaelson Jenet","Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Duran, Exum, Gray, Hooton, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Mullica, Roberts, Sirota, Snyder, Tipper, Weissman, Woodrow, Young, Garnett, Esgar, Froelich, Bacon, Carver, Catlin, Daugherty","Winter, Smallwood",,"Buckner, Cooke, Donovan, Gardner, Hisey, Jaquez Lewis, Kirkmeyer, Kolker, Lee, Moreno, Pettersen, Simpson, Story, Fenberg"
HB22-1304,State Grants Investments Local Affordable Hous,"Roberts, Bradfield","Jodeh, Woodrow","Amabile, Bacon, Bernett, Bird, Boesenecker, Cutter, Daugherty, Esgar, Exum, Froelich, Gonzales-Gutierrez, Gray, Herod, Hooton, Kennedy, Kipp, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Michaelson Jenet, Mullica, Ortiz, Ricks, Sirota, Snyder, Sullivan, Tipper, Titone, Valdez A","Coleman, Gonzales",,"Bridges, Buckner, Danielson, Donovan, Fields, Ginal, Hansen, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Rodriguez, Story, Winter, Zenzinger, Fenberg"
HB22-1305,Paid Family Medical Leave Premium Reduction,"Caraveo, Gray",,"Bird, Boesenecker, Cutter, Duran, Esgar, Exum, Gonzales-Gutierrez, Herod, Kipp, Lindsay, Lontine, McCluskie, Mullica, Snyder, Weissman, Woodrow","Winter, Coleman",,
HB22-1306,Broadband Deployment Board Grant Processes,"Titone, Baisley",Bernett,"Amabile, Bacon, Bird, Boesenecker, Carver, Cutter, Exum, Jodeh, Lindsay, Lontine, Lynch, McCluskie, Mullica, Soper, Valdez D., Young","Bridges, Priola",Kolker,"Coram, Hisey, Rankin, Sonnenberg, Woodward"
HB22-1307,Mental Health Professionals Technical Changes,"Valdez D., Pico","Lynch, Woodrow","Duran, Exum, Gonzales-Gutierrez, Gray, Lindsay, Michaelson Jenet, Ortiz, Ricks, Young",Moreno,"Kirkmeyer, Woodward, Zenzinger","Rodriguez, Sonnenberg"
HB22-1308,Agricultural Workforce Services Program,McCormick,,"Amabile, Bacon, Bernett, Herod, Hooton, Lindsay, Lontine, McCluskie, McLachlan, Michaelson Jenet, Ricks, Titone, Young, Kipp, Woodrow",Donovan,,"Fields, Hinrichsen, Jaquez Lewis, Pettersen, Rankin, Simpson, Story, Winter"
HB22-1309,Hospital Dispense Drugs To Sexual Assault Victims,Froelich,,"Bacon, Bernett, Bird, Boesenecker, Caraveo, Duran, Esgar, Exum, Gonzales-Gutierrez, Gray, Jodeh, Kipp, Lontine, McLachlan, Michaelson Jenet, Mullica, Ortiz, Ricks, Sandridge, Sirota, Snyder, Soper, Titone, Valdez A., Weissman, Woodrow, Garnett","Winter, Jaquez Lewis",,"Bridges, Buckner, Cooke, Coram, Danielson, Fields, Gardner, Ginal, Gonzales, Hansen, Hinrichsen, Hisey, Kirkmeyer, Kolker, Lee, Lundeen, Moreno, Pettersen, Rankin, Rodriguez, Smallwood, Story, Woodward, Fenberg"
HB22-1310,529 Account Apprenticeship Expenses,"Larson, Kipp",,"Amabile, Bernett, Bird, Bockenfeld, Boesenecker, Esgar, Exum, Geitner, Herod, Hooton, Kennedy, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Michaelson Jenet, Mullica, Ricks, Sandridge, Snyder, Soper, Tipper, Titone, Valdez A., Van Winkle, Weissman, Woodrow, Young","Bridges, Woodward",,"Coram, Ginal, Hansen, Hisey, Holbert, Kirkmeyer, Lee, Moreno, Pettersen, Priola, Scott, Smallwood, Zenzinger"
HB22-1311,Correct Defects With Gas & Special Fuel Tax,"Pico, Woodrow","Lynch, Valdez D.",Snyder,Woodward,"Kirkmeyer, Moreno, Zenzinger",
HB22-1312,Mod To Sales Tax Statutes To Address Defects,"Lynch, Woodrow","Pico, Valdez D.","Catlin, Exum, Herod, Lontine, Snyder, Williams","Moreno, Woodward","Kirkmeyer, Zenzinger","Hansen, Pettersen"
HB22-1313,Agricultural Housing Public Health COVID Emergency,"McCormick, Caraveo",,"Bacon, Bernett, Bird, Boesenecker, Cutter, Duran, Esgar, Exum, Gonzales-Gutierrez, Herod, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCluskie, Michaelson Jenet, Sirota, Titone, Woodrow",Moreno,,"Bridges, Buckner, Donovan, Fields, Ginal, Gonzales, Hinrichsen, Jaquez Lewis, Kolker, Lee, Pettersen, Rodriguez, Smallwood, Sonnenberg, Story, Winter, Zenzinger, Fenberg"
HB22-1314,Towing Carrier Nonconsensual Tows,"Ricks, Hooton",,"Amabile, Bacon, Bernett, Boesenecker, Cutter, Daugherty, Esgar, Gonzales-Gutierrez, Herod, Kipp, Lindsay, Lontine, Sirota, Bird, Exum, Kennedy, Snyder, Titone, Valdez A., Woodrow","Gonzales, Sonnenberg",,"Buckner, Coleman, Coram, Danielson, Fields, Gardner, Hansen, Hinrichsen, Jaquez Lewis, Lee, Moreno, Pettersen, Rodriguez, Story, Winter, Fenberg"
HB22-1315,Colorado 2-1-1 Collaborative Funding,"Snyder, Rich",,"Amabile, Bacon, Bernett, Bird, Boesenecker, Carver, Exum, Froelich, Herod, Hooton, Jodeh, Lindsay, Lontine, McCluskie, Ricks, Valdez A., Valdez D., Young, Garnett","Hansen, Priola",,"Bridges, Buckner, Fields, Gonzales, Hinrichsen, Kolker, Lee, Moreno, Pettersen"
HB22-1316,CO Water Conservation Bd Construction Fund Project,"McCormick, Catlin",,"Amabile, Bacon, Benavidez, Bernett, Bird, Bockenfeld, Boesenecker, Caraveo, Carver, Esgar, Exum, Geitner, Gray, Holtorf, Hooton, Jodeh, Kennedy, Kipp, Lindsay, Lontine, Lynch, McCluskie, McKean, Michaelson Jenet, Pico, Roberts, Soper, Titone, Valdez D., Van Beber, Weissman, Will, Young","Donovan, Simpson",,"Bridges, Coram, Gardner, Gonzales, Hinrichsen, Jaquez Lewis, Lee, Lundeen, Pettersen, Rankin, Sonnenberg, Story, Winter, Fenberg"
HB22-1317,Restrictive Employment Agreements,Tipper,,"Bacon, Bernett, Duran, Exum, Gonzales-Gutierrez, Jodeh, Lindsay, Lontine, Sirota, Weissman, Woodrow, Garnett, Herod",Bridges,,"Hansen, Rodriguez"
HB22-1318,Extending CO Info Sharing Consortium Deadline,Benavidez,,"Bacon, Exum",Fields,,"Buckner, Ginal, Hansen, Pettersen"
HB22-1319,Dependency Proceedings Unaccompanied Child,"Gonzales-Gutierrez, Jodeh",,"Bacon, Benavidez, Bernett, Bird, Caraveo, Cutter, Esgar, Exum, Froelich, Gray, Herod, Kennedy, Lindsay, McCluskie, Michaelson Jenet, Ortiz, Sirota, Weissman",Gonzales,,"Buckner, Fields, Hansen, Lee, Moreno, Pettersen, Rodriguez, Story"
HB22-1320,ABLE Savings Accounts,"Kipp, Larson",,"Amabile, Bacon, Benavidez, Bernett, Bird, Boesenecker, Daugherty, Exum, Gonzales-Gutierrez, Herod, Hooton, Jodeh, Lontine, McCluskie, McCormick, Michaelson Jenet, Mullica, Ortiz, Pico, Ricks, Snyder, Tipper, Titone, Valdez A., Valdez D., Weissman, Will, Woodrow, Young","Zenzinger, Woodward",,"Bridges, Buckner, Ginal, Hisey, Jaquez Lewis, Kirkmeyer, Kolker, Lee, Moreno, Pettersen, Priola, Smallwood, Story, Winter"
HB22-1321,Study Of Devices Assessing Motorist Impairment ,"McKean, Roberts",,"Benavidez, Bernett, Bird, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Michaelson Jenet, Mullica, Ortiz, Snyder, Valdez D., Will, Young","Pettersen, Woodward",,"Cooke, Hansen, Kolker, Story"
HB22-1322,Water Quality Regulation,"Benavidez, Valdez A.",,"Bernett, Boesenecker, Caraveo, Cutter, Daugherty, Duran, Exum, Froelich, Herod, Hooton, Jodeh, Kipp, Lindsay, Lontine, Michaelson Jenet, Sirota, Titone, Weissman, Woodrow","Moreno, Gonzales",,"Buckner, Hansen, Jaquez Lewis, Lee, Pettersen, Rodriguez, Story, Winter, Fenberg"
HB22-1323,Updates To State Forest Service Tree Nursery,"Snyder, Froelich",,"Amabile, Bernett, Bird, Boesenecker, Carver, Catlin, Cutter, Duran, Esgar, Exum, Herod, Hooton, Kipp, Lindsay, Lontine, Lynch, McCluskie, McCormick, McLachlan, Michaelson Jenet, Pico, Roberts, Soper, Titone, Valdez A., Valdez D., Weissman, Will, Woodrow, Young","Rankin, Ginal",,"Cooke, Donovan, Gonzales, Hansen, Holbert, Jaquez Lewis, Kirkmeyer, Lee, Lundeen, Priola, Scott, Simpson, Story, Woodward"
HB22-1324,Definition Of Pawnbroker,"Bernett, Lynch",,Snyder,"Woodward, Rodriguez",,Kolker
HB22-1325,Primary Care Alternative Payment Models,"Kennedy, Caraveo",,"Bacon, Bernett, Bird, Boesenecker, Cutter, Esgar, Exum, Froelich, Gonzales-Gutierrez, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCluskie, Michaelson Jenet, Ricks, Titone, Valdez A., Valdez D., Weissman, Woodrow, Amabile, Daugherty, Herod, Sirota",Ginal,,"Buckner, Fields, Jaquez Lewis, Lee, Pettersen"
HB22-1326,Fentanyl Accountability And Prevention,Garnett,"Herod, Sandridge","Amabile, Benavidez, Bernett, Bird, Boesenecker, Duran, Esgar, Kipp, McCormick, Michaelson Jenet, Mullica, Ortiz, Tipper, Daugherty, Sullivan","Pettersen, Cooke",Priola,"Coleman, Fields, Hansen, Moreno, Story, Fenberg"
HB22-1327,Native American Boarding Schools,"Herod, McLachlan","Amabile, Bacon, Baisley, Benavidez, Bernett, Caraveo, Cutter, Duran, Exum, Froelich, Gray, Hooton, Kipp, Larson, Lindsay, McCluskie, McCormick, Mullica, Ricks, Roberts, Snyder, Sullivan, Titone, Valdez A., Will, Woodrow, Young","Bird, Boesenecker, Esgar, Gonzales-Gutierrez, Jodeh, Kennedy, Lontine, Michaelson Jenet, Ortiz, Sirota, Valdez D., Weissman","Moreno, Coram",,"Buckner, Coleman, Danielson, Donovan, Fields, Ginal, Gonzales, Hinrichsen, Jaquez Lewis, Kolker, Lee, Pettersen, Rodriguez, Simpson, Story, Winter, Zenzinger, Fenberg"
HB22-1328,Modify Main St Bus Recovery Loan Prog,"Titone, McLachlan",,"Amabile, Bernett, Esgar, Froelich, Herod, Hooton, Jodeh, Kipp, Lindsay, McCormick, Valdez D.",Donovan,,"Bridges, Buckner, Fields, Ginal, Gonzales, Hinrichsen, Jaquez Lewis, Lee, Pettersen, Story, Winter, Zenzinger, Fenberg"
HB22-1329,2022-23 Long Bill,McCluskie,Herod,"Amabile, Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Daugherty, Duran, Esgar, Exum, Froelich, Gonzales-Gutierrez, Gray, Hooton, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCormick, McLachlan, Michaelson Jenet, Sirota, Snyder, Sullivan, Titone, Weissman, Woodrow, Youn",Hansen,"Rankin, Zenzinger","Bridges, Buckner, Coleman, Donovan, Fields, Ginal, Gonzales, Hinrichsen, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Priola, Story, Winter, Fenberg"
HB22-1330,Suspend 5-year Corrections Appropriations,"McCluskie, Ransom",Herod,,"Hansen, Rankin",Zenzinger,"Buckner, Gonzales, Moreno, Smallwood, Story, Woodward"
HB22-1331,Supplemental Funding For Facility Schools,"Herod, Ransom",McCluskie,"Bacon, Bird, Esgar, Exum, Lindsay, Michaelson Jenet, Titone, Weissman, Garnett","Zenzinger, Rankin",Hansen,"Gonzales, Lee, Moreno"
HB22-1332,OEDIT ARPA Funds For Rural Colorado,"McCluskie, Herod",Ransom,"Amabile, Bird, Cutter, Duran, Esgar, Exum, Gray, Lindsay, Lontine, McCormick, McLachlan, Michaelson Jenet, Ricks, Roberts, Snyder, Titone, Valdez D., Weissman, Will, Woodrow, Garnett","Hansen, Rankin",Zenzinger,"Bridges, Buckner, Coram, Ginal, Gonzales, Hinrichsen, Hisey, Jaquez Lewis, Kolker, Lee, Pettersen, Priola, Rodriguez, Simpson, Sonnenberg, Story, Woodward, Fenberg"
HB22-1333,Increase Minimum Wage For Nursing Home Workers,"Herod, McCluskie",,"Amabile, Bacon, Bernett, Bird, Caraveo, Cutter, Duran, Esgar, Exum, Froelich, Gonzales-Gutierrez, Hooton, Kennedy, Kipp, Lindsay, Lontine, McCormick, McLachlan, Michaelson Jenet, Mullica, Ricks, Roberts, Sirota, Snyder, Titone, Valdez A., Valdez D., Weissman, Woodrow, Young, Garnett","Zenzinger, Rankin",,"Bridges, Buckner, Ginal, Gonzales, Hinrichsen, Jaquez Lewis, Kolker, Moreno, Pettersen, Rodriguez, Story, Winter, Fenberg"
HB22-1334,Food Distribution Program Administrative Fee,Herod,"McCluskie, Ransom","Esgar, Exum, Lindsay, Lontine, Mullica, Snyder, Garnett",Zenzinger,"Hansen, Rankin","Fields, Gonzales, Pettersen"
HB22-1335,Transfer To The Judicial Department IT Cash Fund,"McCluskie, Ransom",Herod,"Exum, Garnett","Hansen, Rankin",Zenzinger,"Bridges, Gonzales, Kolker, Lee, Priola, Smallwood, Story"
HB22-1336,Streamline Processing Of Judicial Dept Collections,"McCluskie, Ransom",Herod,"Mullica, Ricks, Snyder, Titone, Garnett","Hansen, Zenzinger",Rankin,Smallwood
HB22-1337,State Personnel Directors Compensation Report,"Herod, Ransom",McCluskie,"Esgar, Exum, Ricks, Snyder, Garnett","Hansen, Rankin",Zenzinger,
HB22-1338,Mod DOR Motor Vehicle-related Functions Funding,Herod,McCluskie,"Gray, Titone, Duran, Ricks",Hansen,Rankin,"Fields, Gonzales, Moreno"
HB22-1339,Merge DOR Div Of Motor Vehicles Cash Funds,"Herod, McCluskie",Ransom,"Gray, Titone","Zenzinger, Rankin",Hansen,"Fields, Moreno"
HB22-1340,Capital-related Transfers Of Money,"Herod, McCluskie",,"Esgar, Exum, Ricks, Garnett, Daugherty, Gonzales-Gutierrez, Gray, Valdez A., Woodrow","Hansen, Zenzinger",,
HB22-1341,Marijuana Tax Cash Fund,"Herod, McCluskie",Ransom,"Exum, Ricks, Snyder, Valdez A., Garnett","Zenzinger, Rankin",Hansen,"Buckner, Fields, Gonzales, Moreno"
HB22-1342,State Emergency Reserve Cash Fund,"Herod, Ransom",McCluskie,"Esgar, Exum, Gonzales-Gutierrez, Lindsay, Mullica, Ricks, Snyder, Titone, Valdez A., Garnett","Hansen, Rankin",Zenzinger,"Buckner, Gonzales, Lee, Moreno, Pettersen, Fenberg"
HB22-1343,Gen Fund Exempt Account & Excess State Revenues,"McCluskie, Ransom",Bird,"Esgar, Exum, Herod, Snyder, Garnett","Hansen, Rankin",Zenzinger,"Gonzales, Moreno, Winter, Fenberg"
HB22-1344,FDA-approved Prescription MDMA Drug Use ,"Neville, Ortiz",,"Bernett, Boesenecker, Cutter, Esgar, Exum, Gray, Herod, Hooton, Kennedy, Lindsay, Michaelson Jenet, Sirota, Titone, Valdez A., Woodrow, Young","Cooke, Ginal",,"Buckner, Gonzales, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Rankin, Rodriguez, Simpson, Smallwood, Story, Fenberg"
HB22-1345,Perfluoroalkyl And Polyfluoroalkyl Chemicals,"Cutter, Bradfield",,"Amabile, Bacon, Bernett, Bird, Boesenecker, Duran, Exum, Froelich, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCormick, Michaelson Jenet, Ricks, Sirota, Sullivan, Titone, Valdez A., Herod, Kennedy, McLachlan, Snyder, Tipper, Woodrow","Gonzales, Lee",,"Bridges, Buckner, Danielson, Donovan, Fields, Hansen, Jaquez Lewis, Kolker, Moreno, Pettersen, Story, Winter, Zenzinger, Fenberg"
HB22-1346,Elec Plumber Licensing Apprentice Ratio,"Duran, Mullica",,"Bernett, Bird, Boesenecker, Esgar, Froelich, Gonzales-Gutierrez, Herod, Kipp, Lindsay, Lontine, McCluskie, Michaelson Jenet, Sirota, Sullivan, Titone, Young, Garnett, Benavidez, Exum, Hooton, Jodeh, Ortiz, Snyder",Danielson,,"Buckner, Hinrichsen, Lee, Pettersen, Story, Winter"
HB22-1347,Workers Compensation Updates,Daugherty,,"Bacon, Bernett, Bird, Boesenecker, Duran, Exum, Gonzales-Gutierrez, Gray, Herod, Jodeh, Lindsay, Mullica, Titone, Weissman, Woodrow, Hooton, McCluskie, Michaelson Jenet, Ricks, Sirota",Rodriguez,,"Danielson, Gonzales, Hinrichsen, Lee, Moreno, Pettersen, Story"
HB22-1348,Oversight Of Chemicals Used In Oil & Gas,"Froelich, Caraveo","Amabile, Bacon, Bernett, Cutter, Duran, Gray, Hooton, Jodeh, Kennedy, Kipp, Lindsay, Lontine, Sirota","Bird, Boesenecker, Gonzales-Gutierrez, McCormick, Ricks, Titone, Valdez A., Weissman, Benavidez, Herod, Snyder, Sullivan, Woodrow",Winter,,"Buckner, Donovan, Ginal, Gonzales, Hansen, Jaquez Lewis, Lee, Moreno, Pettersen, Story, Zenzinger, Fenberg"
